"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21" "V22" "V23" "V24" "V25" "V26" "V27" "V28" "V29" "V30"
"333" -11.3554566804581 -6.91334879080021 -13.5331890467086 -9.62781942020847 -4.41945817694567 -5.65368666599935 -17.0119621545425 -11.4298954021196 -14.7038316073124 -14.482953904426 -15.0658081896314 -12.7326384260688 -5.56965890602756 -8.71057668306505 -8.81467283180351 -12.6093651573941 -5.74851652487283 -4.20229855443004 1.47505643742258 -16.9542339123014 -15.7115910150162 -4.46062711226067 -5.90431835773704 -21.9327292675793 -8.0695759211084 -3.34008790150211 -2.78469220826651 -6.8106622597367 -16.3543656697169 -7.50569878017455
"334" -11.9600867946868 -8.11719082046127 -15.3968069658774 -10.2350138179743 -5.31852001405757 -3.98445957840035 -16.4234759093408 -11.7063610246105 -17.1737673966853 -14.4224100246276 -15.8740317886863 -12.2634223680399 -6.83204530950479 -10.3887640326628 -6.53268151179645 -12.0893617943037 -6.74738280528246 -4.98627189600964 1.07745464465754 -17.7736105877222 -16.1575344476739 -5.34417054137124 -6.8042813975502 -21.4653086323245 -7.98812439364598 -3.44431592335379 -1.68726742739547 -7.09533722196565 -18.5590770509696 -8.68304209727904
"335" -13.6348252987952 -8.84957587762221 -14.967638565063 -10.1836393696361 -5.77805119554711 -4.31536138748669 -17.7380259269343 -12.8188365548812 -18.4067972282246 -14.2968753871648 -15.3995069016365 -11.1834930060703 -8.47846192475874 -8.65384498044925 -7.26718248264751 -12.4269908954442 -6.88837662927004 -5.30022287777161 0.826527182213987 -18.2331546643989 -15.6131327116189 -5.73749664122778 -6.42559641926386 -20.9748170919659 -8.58933038643466 -3.34574725643251 -1.26300373024328 -6.96273266559202 -18.5457833233584 -8.2798831343333
"336" -14.4585926901052 -8.0540616965465 -15.2112322690647 -10.4365236308594 -6.65410435702847 -4.14080789000342 -17.3104236243015 -12.5943359758997 -19.0361489791713 -14.9311257804771 -15.9978211404644 -11.6011395014583 -8.10209377778752 -9.22602280040146 -7.23418455641676 -12.3027270524215 -7.07882208573054 -5.0161156680596 0.213785073572392 -18.3484799481694 -16.5649802641139 -5.5119903386587 -6.70503575426513 -21.0596159125819 -8.37847785373656 -2.5908539675852 -1.75903422342811 -7.29113888057011 -18.7376612072182 -7.22165495750435
"337" -14.5389482959988 -7.29751692978398 -15.7085867231506 -10.9245571459291 -7.02693983430125 -4.90984267755858 -17.5553129112123 -12.6961163749447 -20.0741575625566 -16.135291263738 -16.3639927394139 -11.6442862521142 -8.0240408657297 -8.69515998773267 -7.77075371387774 -12.1987386330258 -7.00063714342305 -5.83495775191671 1.1413920170267 -19.1522535005328 -16.1018445692168 -5.72799936963821 -6.80464543683694 -19.492067794354 -9.11986292564886 -2.15956577717602 -2.44141035486178 -8.14449096507084 -18.5999761520361 -7.28016974045869
"338" -14.7216528563502 -6.60526512243982 -15.3814001188505 -10.9468787939863 -7.01692914391252 -4.30490382918978 -17.7405695019856 -12.8533344222117 -20.3151542379873 -16.3139551362184 -15.9457026334322 -11.8248560369377 -7.75327769425596 -8.45634815129228 -7.58025145078836 -12.2734888342443 -7.02723470044415 -5.89808692551712 1.18720256963682 -19.1330919073914 -16.3384506262931 -5.65375810245585 -6.99056908868481 -17.6576039322248 -9.33569254361732 -2.2891567843625 -1.97857892277538 -7.78602921721039 -18.8835215802814 -7.47311569962379
"339" -14.7105386290018 -6.60871952325397 -14.9187686556351 -11.0962895133708 -7.0417687152873 -4.2998361292125 -17.8444416978824 -12.8176604505519 -20.3469765284336 -16.4703101698575 -15.7715194361254 -11.9250649506649 -7.47590494591035 -8.4129556365764 -7.71924441574465 -12.3667502564547 -7.16070222451164 -5.87326095138174 1.16063542842225 -18.0711773709647 -16.217257870256 -5.64305938563958 -7.07281620758771 -17.7334576680819 -9.48733412337292 -2.08824485891612 -1.93808118091605 -7.93972465129902 -19.0533508637293 -7.42546305917482
"340" -14.7074945632785 -6.60574160600804 -14.9601931556874 -11.0499067726783 -6.8936965159569 -4.33641952860859 -17.8827200575802 -12.8583126223517 -20.209141082037 -16.2515518225706 -15.5189620815516 -11.8839835130411 -7.30413154513512 -8.29998688088218 -7.74244375522801 -12.3806255564313 -7.17696460761261 -5.67885124228329 1.12671930052995 -18.0920206684622 -15.8204005256571 -5.6542718492407 -6.93325810911953 -17.580493245154 -9.50106295876463 -2.05528289347972 -1.43358278914345 -7.88589404862143 -19.0794331684026 -7.36295433908323
"341" -14.6495869582998 -6.80901385218127 -16.0556579595134 -11.5186077614779 -7.59988286828706 -5.93267584976878 -18.9389873262766 -13.3149361013848 -19.8791506848753 -17.1346454251767 -16.6029729831862 -12.6014096605015 -7.6353877981894 -8.05921601518149 -8.71041795432126 -12.5852974518554 -6.41935188703626 -6.29034874542889 -0.798706419488271 -18.2516643898201 -14.7853940781717 -5.78400893425184 -7.15731903633301 -16.5459237328958 -10.0106494121807 -2.88670210180091 -1.51858712791912 -8.50192304906479 -17.1363467894569 -7.71241290085887
"342" -13.9534446180234 -7.60237899439091 -15.5688859833693 -12.155969383705 -6.21418838547487 -6.1150142041241 -19.328182622174 -12.3576708320275 -20.0149961749954 -17.2762948045668 -16.7567479588352 -13.1241784455427 -7.75042140100828 -7.6791640318961 -8.13319672702226 -12.8570890557607 -5.73645766020412 -6.53390497391528 -0.703607864334854 -17.6526897847455 -14.2903833285253 -5.87314309872145 -7.48541961247944 -16.7931174656211 -9.76903326096556 -2.67532007542142 -1.23365541698883 -9.18322406381875 -17.1469792944586 -6.8691408842146
"343" -13.988910279575 -7.27599666707743 -15.2806130815966 -12.2075354151831 -6.1910764883701 -5.56684806423144 -19.2679127011377 -12.145537000773 -19.8801222844976 -17.3484784866164 -16.8115039199986 -12.3088894206886 -7.80694952479317 -7.73780322175721 -8.14976496996702 -12.8651153587786 -5.79035579184015 -6.59647543430395 -0.726697015621092 -17.7244727974183 -14.257665210102 -5.9384569081939 -7.49484538612166 -16.5225397818587 -9.69594065062369 -2.67649646217019 -1.28762644999716 -9.24653466221668 -17.1471843898425 -6.5904471492471
"344" -13.9806585051671 -7.42986268338339 -15.4928976165348 -12.1489751480533 -6.14527954002579 -5.4378131823283 -18.9292733062729 -12.3272391137288 -20.0665422672702 -16.7826486576588 -17.0284597418751 -12.3435493860764 -7.80327323990981 -7.75625814216498 -8.2207539375885 -13.0099452517008 -5.52310060118346 -6.34325679116676 -0.913403695141368 -17.4111655796287 -14.456871606021 -6.06335878899835 -7.46088110769811 -16.6987603933014 -9.77412129088802 -2.61888143708577 -1.46872413183368 -9.41481183884998 -17.2707037897572 -6.6848512918362
"345" -14.0921835292383 -7.59986639261436 -15.4536062042415 -12.1891961350026 -6.32700724187305 -5.61488084993784 -19.1157585657946 -11.9012837153195 -20.0806960860572 -16.4434949985014 -17.1889321887082 -12.2313596040505 -7.77754664565864 -7.79984178881408 -8.28616843871053 -13.2113273239716 -5.44204864786104 -6.17661256296691 -0.788075539516431 -17.3800807509474 -14.3941439616218 -6.21566277457211 -7.59909581569036 -16.7871230443667 -9.69411600088836 -2.7213788212783 -1.64180488031964 -9.45559102896367 -17.4354483013864 -6.86836954790999
"346" -14.1490543087772 -7.61101675414819 -14.9589962078926 -12.2673967590474 -5.97416338423746 -5.64224272958256 -19.2010830793004 -11.8308062146869 -19.9026907844721 -16.3726403627364 -17.271248440754 -12.2691288932457 -7.71816340765379 -7.11770050701779 -8.27666170247694 -13.2650720258436 -5.47561298305466 -5.75783365190177 -0.217959689218783 -17.4256202637075 -14.413728746825 -6.21314487695233 -7.66595135589452 -16.7473430585844 -9.77195605202876 -2.786874948067 -1.67203878877487 -9.37715343230145 -17.3242399014344 -6.94038083076167
"347" -13.5114234758476 -7.02356987923436 -15.0073133298567 -12.3589998509145 -5.92546614323335 -6.05170767468086 -19.7006815499408 -12.0500083794476 -20.1514647836113 -17.3655960417311 -18.0921346500922 -12.6488467042389 -7.59402483418765 -7.30941893471144 -8.38945234535851 -12.7257858537439 -5.65574545790153 -5.28643440697372 -0.482431030320174 -16.8115588683512 -15.100760635573 -6.22880147986684 -7.76938427177354 -16.6574448300115 -10.0540743556254 -2.65835662106535 -1.76677255809121 -10.0197564304435 -18.1982458031475 -6.87465899167066
"348" -13.5369015043348 -7.01297289066882 -15.0423697889855 -12.4095794442377 -5.94604115957329 -6.09191277810976 -19.7391446124448 -12.0890916448334 -20.1214975501497 -17.3932455288636 -18.0147899441326 -12.5629306484672 -7.26911818237288 -7.35637425563336 -8.27933527761617 -12.5479575401288 -5.68255612172697 -5.28727527625499 -0.133956557512982 -16.7774092791435 -15.1342854927019 -6.0896617752872 -7.69558294352526 -16.2362094858226 -10.0964528973276 -2.59173055432795 -1.7553896827184 -10.0754153982856 -18.2370621249485 -6.72752684554891
"349" -13.2731751071079 -6.99931002991363 -15.0950067235284 -12.9796571468858 -6.56208044346176 -6.05587950985578 -19.4286077818057 -12.7962894176529 -19.6499151722548 -17.5805760798504 -17.930335800683 -13.0266673867766 -6.91800937925098 -7.17792640641273 -8.7210194033253 -13.0761551512557 -5.72762602352137 -5.33198863984554 -0.312790481584013 -17.039537671837 -15.4877973970226 -6.33800517317877 -8.09125653981959 -15.7472274430179 -10.7946301861784 -2.7882800632818 -2.25283284521824 -10.5821923534286 -18.3528303285875 -7.14863347727428
"350" -13.1046814766968 -7.14963201319418 -15.2397552664549 -13.0033518728741 -6.39186272369769 -6.18188197005296 -19.4643591512422 -12.7277925382459 -19.299862309379 -16.9759510256961 -17.8478316123376 -13.1358888517613 -6.17066172896299 -7.18526731704332 -8.83137951825719 -13.0197880978598 -5.23546511544479 -5.43885489295519 -0.386751560993814 -17.1137219644855 -15.3266389543148 -6.42388855460725 -8.19011078567806 -15.8732171027719 -10.327200400973 -2.85739114944064 -2.36196122809991 -10.6751796406873 -17.583417255632 -6.48326110824446
"351" -12.615726721938 -7.20899254572958 -15.0684388760898 -12.8551205362717 -6.41655162254828 -6.18614779404842 -19.1603359682651 -12.6403114124318 -19.332097171617 -17.0381395345774 -17.8654782499645 -12.7554681651318 -6.20968039207224 -7.22900154680692 -8.62034583239157 -12.6732468446445 -5.21888819333414 -5.23439348999575 -0.436902245863391 -17.1798953714694 -15.3808200106606 -6.1462738334628 -8.02720778838422 -15.8322464975448 -10.2415177105501 -2.69074399002587 -2.29542238126079 -10.6921009235055 -17.4553529125228 -6.54752448671927
"352" -12.6831874986391 -6.38374026182358 -14.6807586952993 -12.2621019685103 -6.26879821412372 -5.97774760157299 -19.2574577948964 -12.193321901211 -19.243995267583 -17.1295766888899 -17.8054201889239 -12.850843281988 -6.29014479755028 -7.2334699122659 -8.42391602581418 -11.0519742775328 -5.14062422537152 -5.24002344238306 -0.340350761530139 -17.2821103266535 -15.1252994568331 -6.0657883280671 -8.11452323998161 -15.8200707240345 -10.0352425582452 -2.75623462221666 -2.34129640450516 -10.7849263865476 -17.4511538257456 -6.11700804315305
"353" -12.2888930391882 -6.27193865189186 -14.6191761336557 -11.9089097622973 -6.38834704104714 -6.01105380490692 -19.0652490933948 -12.3463828216104 -18.930453443053 -17.2732636843347 -17.2185675823506 -12.8703154093099 -6.1051743856904 -7.38281247228956 -6.89554089890489 -9.78507762253291 -5.25250884383581 -4.90644348019373 -0.476195751591946 -17.4642928543309 -15.0918674679147 -6.19283529807506 -7.93741905072893 -15.9292307886262 -10.0762974020287 -2.57117774672244 -2.35817507983431 -10.9332688911522 -17.6246522001307 -6.28157748258504
"354" -12.3056272324743 -6.31500191638288 -14.6423572286443 -11.9546925970302 -6.38647715075487 -6.04674816038349 -18.7865075697344 -12.2550027228078 -18.6703736115728 -17.2271771899518 -17.2662455529751 -12.8201896913177 -5.96343111758966 -7.36886147849893 -6.93790944997525 -9.8300373500807 -5.14452342257605 -4.89046584084178 -0.495336728412776 -17.511554951587 -15.10374886545 -6.15371549590691 -7.98123576529635 -15.6178262123114 -9.73399906440049 -2.58764791742732 -2.21371103501105 -10.9722540342883 -17.6155594346761 -6.31201343744967
"355" -12.2122229994625 -6.05588675615518 -14.5115989772329 -11.9335887674245 -6.492353087533 -6.15914548858549 -18.8590894571573 -12.3595486585358 -18.34280945187 -17.356367255497 -17.1338584187993 -12.7369049062663 -6.04083839864831 -7.4792401751089 -6.87246916185489 -9.84794397708972 -5.1857322106077 -4.71138423793276 -0.516414541608912 -17.585836389887 -15.2303812568643 -6.21869398510042 -8.09494993208373 -15.6982422511713 -9.53530558133051 -2.56808396257584 -2.20972627180069 -10.7864384710867 -17.721665522987 -6.42926411106639
"356" -12.3712241336037 -6.74077320683795 -14.5039519903815 -12.1930278728418 -5.24655441363071 -6.12973789310687 -18.667411582571 -10.6638265003171 -17.9475463850852 -17.7975769584687 -17.5320681408844 -13.1499641517414 -6.71117125339999 -7.45139938143553 -7.09055473774902 -9.37486645958023 -5.46426282788204 -4.14605445564433 -0.927675728452027 -16.6296903064656 -14.9046493427752 -6.40163726886418 -7.60210119918263 -15.6977728631542 -8.82239442353876 -2.77766051484318 -2.82521852558073 -11.2555394932868 -16.9463679729809 -6.79385152050571
"357" -12.0174922867579 -6.65961771450303 -14.355922466878 -12.1934404442748 -4.93306357013872 -6.12996536241504 -18.658753208385 -10.4389731339804 -17.6621484377002 -17.6937680333451 -17.5286455677998 -13.0848854668893 -6.71153123879911 -7.44788709618054 -7.07573578810599 -9.36210556023909 -5.3569363907469 -4.13979555560782 -0.91060849822 -16.6142360885484 -14.8949619780052 -6.37424946386858 -7.57081399188995 -15.6980710073761 -8.82066537962625 -2.67723711876344 -2.77124464103933 -11.2550546848221 -16.9453308962696 -6.79288495472559
"358" -11.8759710762333 -6.2087221806419 -14.3525148717921 -11.9674633795388 -4.66417868450302 -6.16371149586314 -18.6844238693746 -10.431478361801 -17.647078601608 -17.3779186878005 -17.6183360654663 -13.1703119189007 -6.78102227172115 -7.32183528868184 -6.44422390819299 -9.09819210242171 -5.31644129155682 -3.81667207083853 -0.814625841185457 -16.6389892627976 -14.7263246086973 -6.25784989800406 -7.26397261229101 -15.6006995439539 -8.35157806815563 -2.75411092242681 -2.8454657062382 -11.093040444352 -16.7673924835716 -6.12401782364738
"359" -11.9429087631785 -6.25013115423945 -14.2636895847579 -11.9988614634858 -4.71343515521609 -6.18390220299248 -18.0656582104114 -10.3105932060755 -17.7146964667716 -17.3068878227287 -17.4174402107953 -13.0749638924885 -6.55928700760797 -7.29530494868191 -6.50797336592563 -9.05309507293011 -5.33869400217564 -3.75981675536297 -0.508901617750701 -16.6610185321552 -14.7677657306384 -6.23353252209573 -7.31245645130525 -15.6461894018684 -8.41521943704269 -2.80259979247965 -2.86625947369439 -11.1539034211156 -16.8007290885212 -5.98768860723184
"360" -12.0188563556164 -6.47755562069865 -14.1816038493457 -12.0233585114598 -4.43130642644367 -6.4290960557521 -18.5181819697649 -10.6682534870638 -17.7681535793046 -17.8069266437697 -17.686118120292 -13.4407572155617 -6.42372442736237 -6.54809488668029 -6.44318992172876 -8.96172294521545 -3.73031373376824 -3.26994578704505 -0.55770562292512 -16.6312957623712 -14.0929695857667 -6.56129435618313 -7.21650648238799 -16.0817261494973 -7.99482996030569 -3.10640417671082 -2.72745881444103 -10.8874323249122 -16.3131637329638 -6.0333853198119
"361" -11.5185246249293 -6.83521218740684 -13.948300650066 -12.0413630480771 -3.94525654611664 -6.34729462899279 -18.0863133941966 -10.95717566422 -18.1611318769746 -18.0653238501133 -17.6759324322032 -13.6248009921 -5.9363604032991 -6.68085765122486 -6.45916627066201 -8.6623640091765 -3.64231031896256 -3.34772221864066 0.344584339851017 -16.0572115061268 -13.5195926424619 -6.24942877917551 -7.631444584118 -16.4209843334302 -8.25810604690047 -3.50555172146734 -2.84911600138258 -10.7070744374858 -16.5246160815999 -5.93397860620324
"362" -11.1110634321652 -6.53372839362556 -14.3060515045289 -11.1801559783429 -4.29025551386426 -5.87355785983801 -18.4453902955256 -10.960854956757 -17.4872211174895 -17.502133227171 -17.0730631777199 -13.7762441867327 -6.24044847606473 -6.94198951010687 -6.21560910671297 -8.53841735067671 -3.89096345726063 -3.35999894254537 0.288467015545513 -16.1355315271154 -13.5649067721 -6.64071202071386 -7.81487191041152 -16.3935567552203 -8.53372446795517 -2.86456150274592 -2.9983377764268 -11.0260241907265 -15.9166893844477 -5.9224962992954
"363" -11.0288077222307 -6.6441749704675 -13.836155584866 -11.2933502554329 -4.07939878249617 -5.73495010833855 -18.1015430012168 -10.7262125842702 -17.5859394886844 -17.6147928938488 -17.1799663929045 -13.6900565159087 -5.39849563847628 -7.05419362876902 -6.30828843182711 -8.5497871039359 -3.78387925572481 -3.09964295074519 0.31142382883641 -16.0644429981473 -13.6243881933748 -6.74009925738996 -7.60651941930437 -16.5004018036998 -8.46107684364914 -2.97248150812768 -2.46427454286657 -11.1118687440246 -16.0348660879014 -5.5259718189953
"364" -11.2091881383476 -6.86833304899681 -13.8661724913549 -11.4934677338671 -4.11556198263163 -5.76884470325589 -18.1715154760189 -9.71650449496231 -17.6696961516608 -17.7533269347565 -16.4873540705065 -13.6764356455866 -5.54987608521886 -7.00895839445637 -6.52160319616752 -8.73488554968354 -2.90633074970177 -2.93166402138483 0.228763290162537 -16.0393581195955 -13.6300099936512 -6.8244049878796 -7.69888792801581 -16.3527579671424 -8.6055191127874 -3.15585490397963 -2.52835442372907 -10.7885629386048 -15.9796151819565 -5.54023808287376
