"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21" "V22" "V23" "V24" "V25" "V26" "V27" "V28" "V29" "V30"
"409" -11.5861625872955 -8.64484563235135 -12.2072799876855 -10.0091903482142 4.39680082427205 -0.442839794000371 -16.7528039054328 -6.81474525493695 -18.605423958153 -6.98457532330072 -23.1719207024431 -6.08476404155056 -8.78014157963469 -4.97365569204684 -0.963648917287618 -7.38840847696796 3.77965398889437 -3.25476827228994 1.13216873417913 -19.138906817849 -16.1277888796109 -11.3895220454411 -11.8793930722481 -17.4864723201218 -5.22517586889 -3.68318249513202 -3.20981045476669 -13.1820170672537 -10.5038314994903 -11.3034217048037
"410" -12.913704129301 -8.87768872426427 -10.7950898879552 -10.0732565152314 6.57016373396242 -1.94934173893049 -15.7806799375718 -8.16323016467291 -15.7714718979937 -4.29752126950782 -23.2401564059713 -4.86390410689905 -9.44793043900676 -4.25133479880127 -1.77607819002701 -5.27408772897509 3.69034938417467 -4.14176848201822 -1.36358265034304 -16.6995659717398 -16.547026141208 -11.9329707350439 -13.3710970005621 -17.9897155619921 -6.45334592957143 -5.24893711165566 -2.25930157536338 -10.7293680943943 -11.4319531144835 -12.4799280445989
"411" -14.5334813225823 -10.7686473863805 -9.57035165761533 -11.0506416930962 4.8924019513675 -2.95727407831978 -17.5811927226187 -9.97772817140434 -15.1264999676618 -8.17346639173062 -23.3002239836579 -3.98263430284966 -8.93435308909023 -3.9197720054319 -1.34163948360557 -5.29770536830327 0.868164323803289 -5.28587158439844 -1.14260867130536 -17.2629736284067 -16.5689421690699 -13.4757450178991 -12.0500267725273 -17.7319867266992 -4.8626128873092 -7.55978641372645 -5.42703955759345 -10.1751709196116 -10.2149678347896 -13.9919422647786
"412" -14.1058451501467 -10.8669832767994 -10.864622975287 -11.7796119910089 3.72146263056696 -3.37362992341939 -16.1256702288785 -11.0163660286903 -15.9491557949497 -8.65871429214573 -19.5812801081868 -2.47548292553874 -11.5155576061933 -2.4374884831748 -0.769576273097128 -3.78549626890903 0.649774272000381 -5.4082077592797 0.216307956092265 -16.0593716348159 -16.3020257219975 -15.8619133470357 -11.6309450718315 -16.6680881920697 -5.17633568120555 -6.0248198249591 -5.48136250149247 -9.81178938869753 -11.4389606415359 -15.6123971770445
"413" -16.4974234061234 -13.6487075312167 -10.3673860503592 -12.9216486950901 0.694201547000028 -8.33813385807782 -16.9484380527578 -10.5023736045828 -18.2792523141815 -12.3922673710802 -22.4548183710064 -1.90889043066171 -12.8217252591051 -3.67528116437466 -1.34435313646681 -6.10507827413003 0.528792415062818 -4.98494904328979 1.75447075871563 -16.7232248215002 -15.1265080843903 -16.4513713787015 -12.2147304664738 -14.2557830492262 -8.29906465372969 -4.80076317284546 -8.52128129247853 -11.2089630943199 -11.2562002353976 -18.2396419924514
"414" -17.2822205394913 -11.7624164202987 -9.67274747565217 -14.1503095942312 1.66424541045271 -8.08924572173999 -17.8783990582479 -9.17907595525898 -18.4641265061731 -12.8234998429003 -21.1419667828614 -1.92719410132904 -11.2272721654933 -4.02341484053081 -1.95446424687737 -6.09725065955662 -0.560164225623172 -2.93023271940007 1.56179693162646 -17.8704136670816 -16.3243804812643 -17.1115509984824 -13.2484096522146 -13.9466044572181 -8.78886899429763 -5.54702132622722 -7.05117446806753 -12.499951845553 -12.7399326990382 -17.3910797907843
"415" -16.877444600457 -11.5308358649169 -9.55657249772994 -14.0732545806756 1.79472628998109 -7.9369018805175 -17.7855246234993 -8.61323208853855 -18.3018976815345 -12.8191563522944 -21.1542456025651 -1.75147880014734 -11.1531962367278 -3.97959596238868 -1.9356146197236 -6.10566486154775 -0.544375138917252 -2.8798761485608 1.54698839727961 -17.3645376110311 -15.964853840411 -16.9855315234565 -13.2656812577439 -13.9539557409683 -8.79123597897531 -5.517753874996 -7.06755301153308 -12.4502001465733 -12.7424857760651 -17.3476119503037
"416" -13.5574574197101 -13.7725371353377 -9.88730250135303 -12.2856351463403 0.163711270638656 -7.21353614437257 -14.8810589803893 -9.70481975002864 -17.0005100526989 -10.3915401046815 -21.9447317138927 -0.82099746306632 -8.64868849143414 -4.03018943679041 0.665030256220234 -4.45103889113394 0.798748233839741 -3.86971872296438 0.651145247140461 -17.4717638521199 -15.7830364323346 -15.7141165824286 -12.5999641859035 -15.0419160763468 -5.77205133131875 -7.31710828847516 -8.78867363418294 -13.959489018304 -12.950824631854 -20.1279035487993
"417" -13.950217672386 -13.5004796649781 -10.3430539119158 -12.9339229300259 -0.108033901828342 -7.77801819706854 -14.3885498196575 -9.75119475564001 -16.4644267164042 -10.8938486966274 -22.253618552282 -1.66917548487924 -7.51245635536886 -4.05818653792207 2.4381402314129 -3.02643272619429 0.555047119571817 -3.92722211032646 0.401531096587293 -17.8104610495579 -15.8695937838717 -15.862692356202 -12.5176068947715 -13.9300196078362 -5.43551873512407 -8.24138091198683 -9.66777985510228 -14.5952737639562 -13.7367416199513 -19.5065197629134
"418" -14.0809815607083 -14.2121156015879 -11.5858491251829 -11.4887864589593 0.466850645366357 -7.82750361693194 -12.4159779626112 -7.00573825579598 -16.8964380095025 -8.46567217055016 -22.9131295017893 -2.78945371834241 -7.93776847583871 -2.7835130724122 3.27079649955061 -3.09982747943589 -0.248932315962125 -4.72982291832356 0.0112299174845898 -17.6929074242213 -14.1961814647338 -16.3377928304766 -11.9853484042582 -14.5272652580396 -5.09174336649481 -8.95792592651701 -10.7291305995427 -15.770781366672 -15.2568764455121 -19.3545617081956
"419" -14.3512227752123 -11.1811478240014 -11.6073913632871 -11.7922700662294 0.748229940528722 -7.69475620418263 -12.5442254501971 -7.32654394826722 -17.4341654808914 -8.32622425396312 -23.4512750720396 -2.36860633699914 -8.54908338569416 -2.25120465003865 3.2395987419737 -3.57419087740687 -0.604956000573176 -4.76163844343109 -0.585714480957877 -17.9886279779386 -14.1546083357414 -15.3734768993539 -11.9783619778892 -14.7217368370866 -5.57311333978181 -8.83747001682256 -10.7395801500879 -16.2182641538744 -15.0606370018731 -19.5898528628059
"420" -15.3739243472023 -12.8146495961838 -12.1793781347149 -12.4823234739714 1.39465069033492 -7.21837191640975 -13.2763960097866 -5.8171325832268 -17.7908389860804 -8.6647219885508 -24.091973241311 -3.08973655848237 -10.3126445100708 -2.21519641637475 4.1950432599812 -4.77871960661858 -1.53754156059143 -5.5896293918229 -0.966434348007916 -18.8609397367076 -14.5269698596697 -15.2447714185908 -14.3697938391993 -16.6029204963133 -6.10589618088972 -10.2944396363876 -11.0405779834017 -18.0855504563727 -17.2508678242881 -18.6564382927965
"421" -15.804922954336 -11.3111678385853 -12.5391600903459 -13.090321757761 0.976494647771275 -6.83561227334883 -12.1250491332822 -5.20077123807208 -18.1345756262761 -8.62803034516055 -23.4311732245284 -2.30537589684847 -10.6485246116354 -2.32667275481913 4.05909220868689 -5.22221999518293 -1.30623149790843 -5.19485538199262 -1.36584691420389 -17.9843827993589 -15.0639170265084 -15.035786952961 -13.8630769940338 -17.1003973553843 -6.72441899359433 -10.9390735249923 -10.0985211892787 -17.508869589072 -17.1908745363272 -18.4149314575803
"422" -15.1517455493059 -12.1654545764382 -11.9972086241038 -12.6061205826182 1.69754912942459 -7.19078496506629 -12.802382059684 -5.86752033966658 -17.5364401984462 -7.86763758494415 -22.7603407696841 -2.05191665003179 -10.8610163750916 -2.93183758036439 3.14372099995779 -4.43496001672854 -1.56869224528993 -5.13931603129598 -2.00320872923063 -18.6130020398899 -15.4433599052589 -15.3326727036773 -12.8896107379312 -17.0529055594527 -7.06956678549469 -11.9918449253145 -9.66606391672347 -17.9934425000474 -16.1726111048753 -19.3207599968984
"423" -15.2191457934677 -12.2223626575529 -12.3376014328551 -13.2088514153178 2.84611648892681 -7.47910965669945 -13.2995097198942 -6.22622471848566 -18.0999174441865 -8.5524854169716 -21.9484464452386 -1.43352578686822 -11.3444161403608 -3.61115817814872 2.79633885962657 -3.5204410088808 -0.629697684672559 -5.77247899586937 -1.87403458652085 -18.2056496497745 -14.4317565984638 -14.9243882346515 -13.6219065602715 -16.2493055301481 -6.73844245620576 -12.6425651493909 -8.49596038543659 -16.6825567754104 -15.8583874042028 -19.4370459661584
"424" -14.3641569357714 -12.793540285245 -9.84477590710462 -10.5082189154459 2.4211934734498 -7.33908131037309 -13.1697272531518 -5.73201314114302 -20.6113738898368 -10.1387254324058 -19.0284311605464 -1.4393088924985 -11.2747355270148 -5.0468337465716 2.45451510631423 -4.37229336831189 0.47506249208098 -4.78420631235341 -3.44169368924188 -15.5446494997172 -12.1855204792229 -12.5090925487539 -15.5185659500406 -17.8001275989749 -7.94218088829814 -12.623894889605 -7.79511954873633 -17.656410445357 -16.4793036743415 -16.0231437005361
"425" -14.1224996396003 -13.1402163696273 -9.42844931003104 -10.8922441062674 2.11438941429203 -6.52737394117602 -13.1555567736473 -6.10045339561049 -21.0313790080818 -9.66115947437174 -19.4432288676161 -1.7119165749911 -11.0388639042579 -4.95085093841747 2.34052876537864 -3.80055406375894 0.17507467046346 -4.38644833462294 -3.73880417154002 -15.4880409065334 -12.4953372131562 -12.2445154630695 -15.7307973350636 -18.1331366188225 -8.14924306068916 -12.8100145770625 -5.8996690872545 -17.483881505773 -15.9907479499116 -16.3426350436693
"426" -14.7018597267755 -13.7951830058154 -9.74276275406749 -10.4249835417879 3.04985166469816 -5.31387349718262 -8.77453471722542 -4.00834425895582 -22.1166462355464 -8.32979746318199 -16.677218774326 -1.85509290534687 -13.3980992816739 -5.78499775187484 -1.15027699091834 -3.1735316524742 -3.03182370028421 -4.19700305980408 -5.81332270390778 -17.5470159777211 -11.619789989117 -12.7307106954078 -17.0140538228082 -18.6348336248133 -3.07782059674013 -15.7307899565865 -12.4795289990421 -21.3707155284536 -18.4568051926721 -16.4617121113108
"427" -14.8253020424118 -14.8958965765092 -10.0867093329724 -12.2308641112489 2.23046123588069 -5.2261993816122 -7.46300131557438 -6.29072313681298 -21.9022241202708 -7.63808239304182 -16.4612083627812 -1.65211216829624 -12.7492483331779 -4.73712371330264 -0.94060930777673 -4.05239667501491 -3.61789144144105 -5.0947844064716 -7.94407957715355 -18.3302564709776 -9.41963864705724 -12.1864137157056 -18.6664294028611 -17.8463809535897 -4.58000680483293 -12.6171812689178 -14.443336324878 -21.9296211649442 -20.6643644241771 -19.3633857691355
"428" -13.2713521245193 -14.5391359315271 -10.4403906691741 -10.2661517070018 3.61465102032296 -6.4729291642738 -8.5347498858811 -7.58374769576757 -23.8318878568504 -9.79793227626753 -13.912335361402 -0.563545005779265 -13.2785816023538 -5.61065515655834 -1.24015860973274 -4.36508137933318 -5.02344129670746 -5.08434502183652 -6.54552071698049 -19.4626407685693 -7.84278288951765 -11.5556834387404 -19.7339088626261 -17.897240561829 -6.17781640024568 -10.5811209708065 -13.1599994206532 -23.4610922970727 -20.0650822599411 -20.4770048448857
"429" -13.7341538223595 -13.537966994362 -8.909928018821 -11.1846735254382 2.74795517608163 -6.4856866847625 -4.81135477242709 -5.78995621707348 -25.3425178863207 -12.0421921370701 -13.2748772864889 0.924906968047745 -13.8254399410384 -6.0443400500849 -0.423611781859301 -5.2020683758438 -5.16525278302791 -5.31225574446212 -8.89359441252346 -20.601161272301 -7.83739471404781 -11.3618351657309 -18.7692256903006 -18.196069621767 -4.55117158607909 -9.02273671028415 -13.79327744404 -23.6177251050598 -21.2960134101845 -20.2077551885292
"430" -17.7090882015115 -9.31919917923856 -4.8414211279461 -17.0677676191185 3.96486983821142 -3.7089214122183 -7.28238747954049 -6.5889116865663 -25.6259479997079 -8.83153246684876 -11.8501824110825 2.0407381302295 -21.4865375939833 -7.41451239477302 3.07978621051844 -5.54532144336926 0.393636393183106 -3.84208229696925 -10.7963242210239 -20.5974466708358 -10.3844419515769 -10.5620211511393 -20.3654974944269 -20.6543625530953 -0.848172761802246 -12.0515620941243 -11.8496994761495 -28.7485879426424 -22.774808057743 -21.6735901518545
"431" -18.107205940533 -9.38635800319181 -3.71484442205368 -17.0006157128086 3.77427415172747 -3.64330172531488 -8.08305767350237 -6.52873818871587 -26.4824531619495 -6.16285388454256 -11.4596533538644 1.90715617511721 -19.4392489359701 -8.03259529478701 4.03761312679726 -6.47826625356684 2.69812845216153 -2.45030611141925 -10.404512904203 -20.1271663005741 -9.56416016501349 -9.30067747388115 -21.7851672522201 -21.9172410523398 -1.54375670658005 -12.7403332836568 -11.2382506178318 -26.6864553907471 -23.7683832147533 -22.1867558654619
"432" -18.0309857400311 -9.42554046967974 -3.74832526218991 -16.8479388199507 3.74517678636799 -3.58515390854364 -8.11997735000469 -6.54702792913533 -25.9339702300365 -5.74410909618752 -11.4667295241035 1.91363103949616 -19.4823015163212 -8.02219036731337 4.42665802083383 -6.50856959724349 2.93112281853598 -2.47986719376936 -10.4392635096569 -19.8412624226684 -9.60339401382899 -9.07059945308759 -21.5323031712507 -21.9571859542749 -1.45429629837408 -12.7787284009049 -10.8138559504217 -26.5809392824862 -23.2213947033928 -22.2312242415852
"433" -19.6001679076865 -11.0210980990969 -4.18179332297477 -12.9334063423211 3.21845881387753 -4.87283150373379 -9.31448658231642 -5.42525126584961 -28.4952424643223 0.366325316416394 -10.3732852648992 2.92756177909952 -20.4413164116022 -7.96769224333955 4.06197205211527 -2.43527556981078 5.16850793894274 -1.87538660058075 -9.29959825306168 -20.6047160625938 -9.35723498215526 -10.2197514201652 -24.3519983480601 -24.900201846098 -3.05183308984849 -14.9786290748041 -11.290503949416 -27.9894766254813 -23.776007674367 -23.1061279790338
"434" -20.0990725650437 -11.2538044671825 -4.64917758026142 -12.1514885921044 3.88606794235509 -5.05030674779472 -9.82921551113387 -4.5549454850454 -27.2570940917525 0.796992692383214 -10.1700688861733 2.73103428497961 -21.0148482647611 -8.35510477263157 3.65796867067896 -2.41023742295341 5.27281427466106 -2.36037086843548 -8.62889869743948 -19.5435745838641 -9.59685713363454 -10.6204072411364 -23.9269788612122 -23.8518965028214 -3.5275122912795 -15.2525185170464 -11.7203606262586 -27.4796825045407 -23.8490298676262 -22.4868253582174
"435" -21.4070708470858 -12.1609104063198 -5.17851612986504 -11.613746084088 2.75575317189763 -5.88493113353907 -8.81036135299498 -4.34312539649466 -27.1180019594215 -0.17892481038253 -11.6834532463234 4.29210818996344 -20.8792100439869 -8.22902810595309 2.97746631433454 -1.37172088961526 7.57168720767469 -2.15138292309642 -7.63223241995552 -17.8591525094479 -9.88516820766303 -11.0265760234202 -23.7608246586634 -23.0657365775 -3.9702273549667 -16.9515887616009 -11.0966608135858 -27.5807892881407 -22.2198938514438 -19.3844193138203
"436" -21.3441877645622 -12.129053467193 -4.77039536968102 -11.5446459768604 2.76458710700376 -5.74335211242822 -8.50727010095607 -4.2383630999991 -26.6527962921687 -0.146083185649526 -11.6977294092356 4.36891431889828 -20.7977662440068 -8.16459715478375 4.03487426457857 -0.525989256179105 7.65380384461834 -1.63517958628994 -7.30447687747005 -17.6137880247382 -9.88219449088978 -11.0419016425561 -23.7145645969506 -22.9715894789848 -3.18233522988771 -16.97091647956 -10.9104143692137 -27.5742676119913 -22.0547920894054 -19.3882162853429
"437" -21.9691343704901 -12.5597285216844 -4.55114503293332 -12.1455210873652 5.25261879251653 -5.81955735383635 -8.4193535481637 -4.30165298719678 -25.9991788515473 -0.980340623845466 -12.1057128864256 3.57979837800498 -19.3123761250841 -7.62214480922461 3.76163624126065 1.1075182074329 6.7865102672286 -1.67086006417834 -7.92809537866559 -18.0097588642792 -9.3553846276182 -11.5809511777204 -23.2830987494301 -22.6166347262354 -1.01235179355432 -17.5437444179187 -11.1469545117593 -28.7431961947848 -23.285603468385 -19.2772091814539
"438" -22.0375668972462 -11.6568679819278 -4.54757963938401 -11.6414964993549 5.36778436343143 -5.77220935142375 -8.69488919835457 -3.64940515162313 -26.0577809488268 -1.12602952793346 -11.4909061116387 3.33576219210534 -19.05834749652 -7.83264092381148 3.83023025893511 1.13420969524995 7.62104473622787 -1.82079659766281 -8.20245348383015 -18.2121954188888 -7.74915102807661 -10.7248078783103 -23.157113783263 -22.3655209742714 -1.2406160684393 -17.6648743561909 -8.60421973002354 -28.9274632522181 -23.2887364417796 -19.460225390359
"439" -22.3269552061683 -12.0981895573015 -4.58116225413705 -11.9789393337555 4.95509727107061 -6.19360994385927 -7.08196212020817 -3.51927620251502 -26.0387581783981 -1.37281666608746 -11.7358916896792 3.10122025818204 -16.9126945330736 -8.20328849529066 3.38153490081137 1.17114144610178 7.39536761982557 -0.702640871891713 -8.68388327039067 -18.2502204110622 -7.62862332405183 -10.8898618949897 -23.1642623323797 -22.6357178917216 -0.618926279522136 -17.3293394564744 -8.76136841730679 -29.5320579381268 -23.4486641586072 -17.8273412990442
"440" -21.16745379422 -12.3687323827833 -4.86773591100864 -12.5465469622921 4.69423678389717 -6.19271356524247 -6.78932671062988 -3.47856081589542 -25.45801627666 -1.89910267694173 -11.4802030936316 2.85310658462328 -17.5955786986535 -5.37895166948512 2.610715057611 0.702115788206559 7.04378503792835 0.522338737162165 -8.22659840876709 -18.3039843969147 -8.22033086990706 -11.6548104419937 -24.0344306779072 -20.9292813074938 0.893197726503669 -18.100027425861 -8.74211519423445 -29.5900962312207 -22.5036955920593 -16.6381290964295
"441" -21.0866828739767 -9.24368082190821 -6.04422587851527 -13.8985441812248 2.26004750514609 -9.20687722749955 -6.72092272743261 -0.847793643843775 -23.9740694760482 -1.55127707247347 -13.7511309147355 0.748635301331368 -17.4197621663466 -5.11397096106785 -1.38387090527303 -1.28722730318251 3.13083058422515 0.911709140838002 -11.4496446911516 -21.2937051342043 -10.5666137350103 -14.2039051937317 -21.1836606924872 -22.2315205825334 -1.43838074651765 -18.046278102212 -8.75705519546814 -29.3454386279148 -23.4633361354595 -19.6855536447008
"442" -20.528581738471 -2.83003792416889 -5.06923058971593 -18.0576402813991 0.945527830080972 -5.94092673318869 -5.14173795149984 -3.79732054236015 -27.9744238565235 -2.36754204972207 -14.5612851049247 -1.5653615018987 -18.5430076612547 -8.4993281406718 -4.68685519135146 -7.12394483128675 5.30123059787537 1.031354963878 -15.1872868478966 -22.7965427467017 -8.0168236940253 -16.6916513161549 -23.7586000064764 -28.7226957773184 -3.94178755078716 -23.6584525401926 -9.78621952575314 -29.2808390659306 -26.1616220417381 -22.4306966869149
"443" -22.1909021286891 -14.9803515906772 -6.32285876468175 -25.8137388154533 1.21738969692858 -5.189299105853 -13.7474892134343 -2.00133746071249 -35.7458818127403 -2.4124306280678 -18.2193476177826 0.879101685975803 -18.3801315303635 -6.47607086255906 -11.8824640970641 -3.82338378013385 1.60262894025511 5.9526299133339 -29.3892529266679 -29.5972407561769 -11.1442081473462 -18.4194313155682 -25.8633155558361 -32.5836581952235 -7.22337247314091 -22.5441652964448 -11.0306219253649 -33.7215457354976 -34.6792253347895 -24.6554944918181
"444" -22.1176626366832 -14.9766370085151 -6.32182596050743 -25.839207831997 1.81378290623426 -5.18746273270965 -13.4500381488607 -1.52122355852895 -34.8044982367994 -2.22997837699215 -17.9232300576314 0.889047432915235 -18.1836439882195 -6.40887606852159 -10.9891847790583 -3.51193912464183 1.61418731841531 5.94063781793951 -29.4114526627247 -29.6124210662748 -10.8045848279266 -18.2389118982344 -25.8917129790863 -32.5466592857625 -7.08219960992487 -22.0720554093902 -10.8782842953549 -33.7478160982359 -33.5223729156278 -23.9523482574282
"445" -22.194717214099 -14.8817148336643 -6.01566766164241 -25.1498053078846 2.45455559461171 -5.0829755752809 -13.4028758015979 -1.50697496802019 -34.3941754316036 -2.19451798434684 -17.6700835565413 0.801802388327333 -17.496862068606 -6.43799687713855 -10.8275305434991 -3.59546391349856 1.52720249232051 5.98113073806246 -27.9385040293857 -29.6688534478585 -10.8648008657426 -18.2556521245586 -25.7939781066172 -32.6600183263793 -7.1639101122605 -16.522802969469 -10.9767071850174 -33.0028840789376 -33.4712234393716 -23.8245994853919
"446" -22.1158443471336 -11.6326151548803 -7.24415218046188 -23.6403271601872 4.5248050489942 -9.06279365001641 -16.0027495695841 -3.78801024483786 -31.6509052051264 -3.97131178965524 -19.555571127756 0.610329640941132 -19.3893898655025 -7.30347399883575 -11.618120874228 -6.23807362662157 -1.27141721037571 5.65806739540878 -26.6513785457231 -30.878217596228 -11.4660490648873 -11.4207924485906 -25.2360861423349 -31.9649267706059 -8.92384989366257 -19.9835461970772 -13.8932716836399 -28.9216470925994 -36.9864915584604 -23.4336889459348
"447" -18.9843927802587 -9.97506100459353 -7.88798299378033 -24.7972302639065 3.24586608876989 -11.5254305804146 -14.1908609074261 -3.67186625712537 -32.5002555837003 -2.6570750583832 -22.9088856661575 0.885597939755467 -21.9174604197222 -4.44751145626572 -12.3456858784681 -5.31231116017257 2.63778305964498 5.65001229481001 -29.453003799193 -34.3826986366145 -14.8392560314597 -10.4770784643788 -27.0300407135603 -34.7445739613978 -11.1795714557622 -19.4164372708225 -13.9652904736971 -27.6914727434984 -38.9218407893288 -24.3109850828081
"448" -18.8964781708671 -7.8446616364219 -7.2357054273728 -24.3149662884792 2.58406037418579 -10.5985947506388 -15.3270597258291 -5.64661805903759 -34.219077549727 -3.65063552691529 -21.3678867402274 2.39288790059835 -23.3571415164349 -6.17322420982471 -11.1990347318341 -6.25680872317171 6.3683880411685 8.27146946855286 -27.1858195691884 -35.0125765093693 -15.4214951008571 -11.52635520544 -27.5268430051591 -35.0261904777012 -13.0184486291296 -21.7405556219964 -15.9508943006557 -26.5737230512528 -35.3819945603062 -25.8657859651696
"449" -18.0913127284613 -7.69437135066626 -7.4328265492561 -24.5563272158466 2.39817162195354 -10.8053854824844 -15.4639179099722 -4.89704482342124 -33.9716611627878 -3.47817881662436 -21.4438427687708 2.20779196411293 -23.3386022012103 -6.30159187261927 -9.47124850970478 -6.31450197891545 6.26281791377772 8.10335219561511 -27.3766666111129 -35.0509558118951 -15.3693224027674 -11.3907450823406 -27.6388654304503 -33.204106685521 -11.5163658794286 -19.8621957714133 -14.1366272990444 -26.1128085569094 -34.0218763839899 -26.1132606757751
"450" -14.7407267917811 -10.3490638068191 1.50726797502513 -16.371207796103 1.80900713435669 -13.7665697638216 -17.2159558369581 -6.80340158456094 -39.6479747709336 -9.92400291649016 -21.2554905025386 0.173549201332968 -27.8960811403604 -7.55049051063297 -14.3324911940077 -7.27085303017381 7.76020954174849 3.82342966294189 -17.9334698871064 -27.9690168162696 -14.2011219878704 -9.58888662666439 -27.2442300244038 -31.5851270550918 -11.3512007302429 -20.7926309262844 -16.4569428761252 -32.9450810794521 -37.3826549032019 -31.249918084305
"451" -15.8579242658246 -9.63422419058371 2.48298253690065 -15.3070895707356 0.905688417494444 -13.0226712201881 -17.7752253317859 -9.02035171645865 -44.4665848163784 -9.99987102123367 -20.425671539325 1.31921087818598 -30.2016763286607 -4.60106178943811 -15.0641618789353 -10.0140136064757 6.05355872196982 3.00363280726814 -15.8612355721105 -26.768380273075 -11.2967832289217 -7.91935971043829 -24.8537438339135 -30.1671696875682 -13.5872205310037 -20.6634435348568 -17.4840153045857 -36.7651132953548 -38.0469965753706 -31.541696098329
"452" -15.9785643270831 -7.74440279116195 3.34222667881462 -15.3987294763193 1.81893322796245 -11.9851029824633 -17.8673340991337 -8.2223046726468 -44.6469991991891 -9.68854753715724 -20.1083524294698 1.20692362209551 -30.2389088551616 -4.72004589199573 -15.0651662236919 -10.0650945140584 6.17616104564903 2.88227141835993 -15.9686880175048 -25.8973974383226 -11.4254699090756 -6.03453213490779 -22.293680755841 -27.9749098832262 -10.8239314284406 -20.5901746609513 -17.5301359378424 -36.9193421463013 -35.6867943697647 -31.6986436109813
"453" -17.5983587144287 -6.76200451298312 3.11947674941194 -16.5553047424835 1.76294410303323 -13.6614809715257 -13.8649111464528 -9.62151217187859 -45.2089247495418 -6.06370296955923 -20.6969001052338 1.39545882525275 -29.2773527841188 -5.5069425039932 -12.6057703003594 -10.1552709179055 5.67102157084488 2.46847527586311 -12.5383396700267 -26.5104636387316 -11.7994837034122 -4.44015343104587 -23.8462628305773 -29.2506605956599 -10.4246115400978 -20.1847869648886 -17.5772450617018 -36.9906373994088 -36.8204392645328 -33.0393599851559
"454" -17.7014418685162 -8.11673732250053 4.60987564543874 -15.0085335713932 0.651059990622249 -11.9757124442934 -11.4440414195942 -11.3810106213177 -47.6171719856898 -6.78181965371638 -22.2839805067705 1.99826079090362 -29.4608791657313 -6.72278356289029 -13.0610873840068 -8.44239361323653 4.92400097666361 1.92800952342075 -7.46074711117388 -26.3405474494976 -13.0063640441723 -2.05820888051709 -23.1422003691887 -29.4557425612886 -8.28077607525493 -20.5025306761399 -16.0236170205261 -38.2321260462788 -35.9174796635143 -33.4009022214268
"455" -16.1328299616708 -6.53351560738029 4.82948349906557 -15.1181171748841 0.940668444565262 -9.18235182355733 -12.0261187502143 -10.0884990780641 -43.2645744811442 -7.7785937236116 -21.5386218926245 2.96934289040647 -28.134682138339 -6.5148482237593 -13.4952355963339 -6.98105358626235 4.27312154808951 6.55145898179058 -7.93804200662369 -25.5063225204035 -13.6114831742451 -3.00087433343306 -21.0256328204635 -30.5837918100955 -8.94429600603228 -20.9820044451423 -16.8650392703408 -39.1014627909133 -34.949535207554 -34.4248361014285
"456" -16.1546388676068 -6.58477089371527 4.80630536498901 -13.6106507779068 0.82161082361345 -9.3119220661025 -11.1415305056633 -10.2149464377179 -43.4124867227074 -5.97040695987152 -20.0320955780914 3.135933009521 -27.4536630214058 -6.27593084266491 -13.551424427678 -6.80844111606445 4.29098847915829 9.25649140601747 -8.04468485654521 -24.7776536041994 -13.1589882492464 -3.08254184367567 -20.7775298902632 -30.6315688410879 -8.8989361675152 -20.9809501796125 -15.2927478182416 -39.117621563847 -35.0971089588672 -33.7877659228563
"457" -15.5374136935953 -6.81245402858481 5.00154947555227 -13.694251463824 0.590652707738426 -6.00844915427392 -11.4607823149672 -10.5043105951147 -43.4485956134481 -4.51671375954461 -20.1822786332228 4.04568445130438 -27.8393715329298 -5.77227848552082 -12.3440106177378 -7.02368020343582 4.86713743292404 9.16749492854471 -7.54085236402156 -25.129918241373 -13.0557581556931 -3.22682009816573 -21.022914544339 -30.9763606614247 -9.18840278267734 -18.3970734342367 -15.3100605754583 -39.5378059526805 -34.9143144726346 -33.4474463816903
"458" -17.9563470513993 -13.9169039377205 -0.140138591452033 -16.3087391467521 3.52583581159921 -3.78623487621632 -11.3976606778825 -3.75274691068312 -49.5382026082529 -7.37983982796848 -20.0984094040321 0.405808497773597 -31.2437985689261 -1.29261306666304 -3.42516813704299 -4.4621070509608 6.12923860767357 6.42688283091348 -10.3949812740026 -22.6865076799925 -9.41060780623733 -3.82032380610451 -27.9367804828453 -30.3019403833362 -11.2079720975047 -19.7195052664612 -12.7965667384367 -37.7416114065871 -36.1443156577425 -38.3280052655474
"459" -17.8161178283602 -13.8977168099928 0.341660774917163 -16.2094230641957 4.17161561295819 -4.14417176188091 -11.8380708162029 -4.13939826902361 -45.1360513091427 -7.63119626634512 -19.1321238768944 0.265707642001822 -31.7480096909339 -0.279940679217905 -2.14758643918025 -4.81323350952736 6.15749072928026 6.05607388086172 -10.5793185679144 -23.1210653138842 -5.21028354717379 -4.23038824752651 -28.0352528495565 -27.8508421349688 -11.5791691049993 -20.1154662520296 -12.981496595925 -38.2842376053589 -36.5719898952966 -37.6774335798824
